what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.ui.workbench.texteditor,3.5.0.v20090603,"org.eclipse.ui.workbench.texteditor",1348247714630
started,bundle,org.eclipse.update.configurator,3.3.0.v20090312,"org.eclipse.update.configurator",1348247714630
started,bundle,org.eclipse.update.core,3.2.300.v20090525,"org.eclipse.update.core",1348247714630
started,bundle,org.eclipse.update.scheduler,3.2.200.v20081127,"org.eclipse.update.scheduler",1348247714630
os,sysinfo,,,"win32",1348247714645
arch,sysinfo,,,"x86",1348247714645
ws,sysinfo,,,"win32",1348247714645
locale,sysinfo,,,"en_US",1348247714645
processors,sysinfo,,,"4",1348247714645
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1348247714645
java.runtime.version,sysinfo,,,"1.6.0_26-b03",1348247714645
java.specification.name,sysinfo,,,"Java Platform API Specification",1348247714645
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1348247714645
java.specification.version,sysinfo,,,"1.6",1348247714645
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1348247714645
java.version,sysinfo,,,"1.6.0_26",1348247714645
java.vm.info,sysinfo,,,"mixed mode, sharing",1348247714645
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1348247714645
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1348247714645
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1348247714645
java.vm.specification.version,sysinfo,,,"1.0",1348247714645
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1348247714645
java.vm.version,sysinfo,,,"20.1-b02",1348247714645
started,bundle,org.eclipse.compare,3.5.0.I20090514-0808,"org.eclipse.compare",1348247717098
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1348247719066
